index,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,month,hour,day,year
58,2011-01-22 11:00:00,1,0,0,2,2.46,3.79,38,8.9981,January,11,Saturday,2011
59,2011-01-22 12:00:00,1,0,0,2,2.46,5.305,38,7.0015,January,12,Saturday,2011
60,2011-01-22 13:00:00,1,0,0,1,3.28,8.335,35,0.0,January,13,Saturday,2011
61,2011-01-22 14:00:00,1,0,0,1,4.1,6.82,33,7.0015,January,14,Saturday,2011
62,2011-01-22 15:00:00,1,0,0,1,4.92,7.575,28,0.0,January,15,Saturday,2011
63,2011-01-22 16:00:00,1,0,0,1,4.92,6.82,28,12.998,January,16,Saturday,2011
64,2011-01-22 17:00:00,1,0,0,1,4.92,9.85,28,0.0,January,17,Saturday,2011
65,2011-01-22 18:00:00,1,0,0,1,3.28,4.545,35,12.998,January,18,Saturday,2011
66,2011-01-22 19:00:00,1,0,0,1,3.28,5.305,35,8.9981,January,19,Saturday,2011
67,2011-01-22 20:00:00,1,0,0,1,2.46,3.79,45,11.0014,January,20,Saturday,2011
68,2011-01-22 21:00:00,1,0,0,1,2.46,5.305,41,6.0032,January,21,Saturday,2011
69,2011-01-22 22:00:00,1,0,0,1,2.46,7.575,49,0.0,January,22,Saturday,2011
70,2011-01-22 23:00:00,1,0,0,1,1.64,3.79,57,7.0015,January,23,Saturday,2011
71,2011-01-23 00:00:00,1,0,0,1,1.64,3.79,57,7.0015,January,0,Sunday,2011
72,2011-01-23 01:00:00,1,0,0,1,1.64,3.79,57,7.0015,January,1,Sunday,2011
73,2011-01-23 02:00:00,1,0,0,1,0.82,3.03,62,8.9981,January,2,Sunday,2011
74,2011-01-23 03:00:00,1,0,0,1,0.82,3.03,62,8.9981,January,3,Sunday,2011
75,2011-01-23 05:00:00,1,0,0,2,1.64,3.79,57,7.0015,January,5,Sunday,2011
76,2011-01-23 06:00:00,1,0,0,2,1.64,3.79,57,7.0015,January,6,Sunday,2011
77,2011-01-23 07:00:00,1,0,0,1,3.28,5.305,58,11.0014,January,7,Sunday,2011
78,2011-01-23 08:00:00,1,0,0,1,2.46,3.79,62,11.0014,January,8,Sunday,2011
79,2011-01-23 09:00:00,1,0,0,1,4.1,3.79,54,23.9994,January,9,Sunday,2011
80,2011-01-23 10:00:00,1,0,0,1,5.74,5.305,46,26.0027,January,10,Sunday,2011
81,2011-01-23 11:00:00,1,0,0,1,5.74,6.82,43,15.0013,January,11,Sunday,2011
82,2011-01-23 12:00:00,1,0,0,1,6.56,6.06,37,31.0009,January,12,Sunday,2011
83,2011-01-23 13:00:00,1,0,0,1,5.74,5.305,33,26.0027,January,13,Sunday,2011
84,2011-01-23 14:00:00,1,0,0,1,6.56,6.82,28,23.9994,January,14,Sunday,2011
85,2011-01-23 15:00:00,1,0,0,1,6.56,6.82,28,23.9994,January,15,Sunday,2011
86,2011-01-23 16:00:00,1,0,0,1,6.56,6.82,26,22.0028,January,16,Sunday,2011
87,2011-01-23 17:00:00,1,0,0,1,5.74,5.305,26,26.0027,January,17,Sunday,2011
88,2011-01-23 18:00:00,1,0,0,1,4.92,6.06,30,16.9979,January,18,Sunday,2011
89,2011-01-23 19:00:00,1,0,0,1,4.92,6.06,30,19.0012,January,19,Sunday,2011
90,2011-01-23 20:00:00,1,0,0,1,4.1,5.305,36,16.9979,January,20,Sunday,2011
91,2011-01-23 21:00:00,1,0,0,1,4.1,5.305,36,12.998,January,21,Sunday,2011
92,2011-01-23 22:00:00,1,0,0,1,3.28,4.545,38,12.998,January,22,Sunday,2011
93,2011-01-23 23:00:00,1,0,0,1,2.46,3.03,41,15.0013,January,23,Sunday,2011
94,2011-01-24 00:00:00,1,0,1,1,2.46,3.03,41,12.998,January,0,Monday,2011
95,2011-01-24 01:00:00,1,0,1,1,1.64,2.275,45,12.998,January,1,Monday,2011
96,2011-01-24 03:00:00,1,0,1,1,1.64,1.515,45,16.9979,January,3,Monday,2011
97,2011-01-24 04:00:00,1,0,1,1,0.82,3.03,48,8.9981,January,4,Monday,2011
98,2011-01-24 05:00:00,1,0,1,1,0.82,3.03,48,8.9981,January,5,Monday,2011
99,2011-01-24 06:00:00,1,0,1,1,0.82,3.79,48,6.0032,January,6,Monday,2011
100,2011-01-24 07:00:00,1,0,1,1,0.82,6.06,48,0.0,January,7,Monday,2011
101,2011-01-24 08:00:00,1,0,1,1,1.64,6.82,49,0.0,January,8,Monday,2011
102,2011-01-24 09:00:00,1,0,1,1,2.46,7.575,41,0.0,January,9,Monday,2011
103,2011-01-24 10:00:00,1,0,1,1,4.1,6.82,42,0.0,January,10,Monday,2011
104,2011-01-24 11:00:00,1,0,1,1,4.1,6.06,46,8.9981,January,11,Monday,2011
105,2011-01-24 12:00:00,1,0,1,2,4.92,6.82,42,12.998,January,12,Monday,2011
106,2011-01-24 13:00:00,1,0,1,2,5.74,6.82,43,15.0013,January,13,Monday,2011
107,2011-01-24 14:00:00,1,0,1,2,5.74,6.82,46,15.0013,January,14,Monday,2011
108,2011-01-24 15:00:00,1,0,1,1,6.56,8.335,40,11.0014,January,15,Monday,2011
109,2011-01-24 16:00:00,1,0,1,1,6.56,7.575,47,16.9979,January,16,Monday,2011
110,2011-01-24 17:00:00,1,0,1,1,5.74,6.06,50,16.9979,January,17,Monday,2011
111,2011-01-24 18:00:00,1,0,1,1,5.74,6.82,59,12.998,January,18,Monday,2011
112,2011-01-24 19:00:00,1,0,1,1,5.74,7.575,54,11.0014,January,19,Monday,2011
113,2011-01-24 20:00:00,1,0,1,1,5.74,6.82,59,12.998,January,20,Monday,2011
114,2011-01-24 21:00:00,1,0,1,1,5.74,7.575,63,11.0014,January,21,Monday,2011
115,2011-01-24 22:00:00,1,0,1,2,5.74,6.82,63,15.0013,January,22,Monday,2011
116,2011-01-24 23:00:00,1,0,1,2,6.56,7.575,64,16.9979,January,23,Monday,2011
117,2011-01-25 00:00:00,1,0,1,2,6.56,6.82,69,19.0012,January,0,Tuesday,2011
118,2011-01-25 01:00:00,1,0,1,2,6.56,8.335,69,11.0014,January,1,Tuesday,2011
119,2011-01-25 02:00:00,1,0,1,1,6.56,7.575,69,15.0013,January,2,Tuesday,2011
120,2011-01-25 04:00:00,1,0,1,1,5.74,8.335,74,7.0015,January,4,Tuesday,2011
121,2011-01-25 05:00:00,1,0,1,1,5.74,6.82,74,15.0013,January,5,Tuesday,2011
122,2011-01-25 06:00:00,1,0,1,1,6.56,9.09,74,7.0015,January,6,Tuesday,2011
123,2011-01-25 07:00:00,1,0,1,1,6.56,7.575,74,15.0013,January,7,Tuesday,2011
124,2011-01-25 08:00:00,1,0,1,2,6.56,9.09,74,8.9981,January,8,Tuesday,2011
125,2011-01-25 09:00:00,1,0,1,2,8.2,11.365,64,6.0032,January,9,Tuesday,2011
126,2011-01-25 10:00:00,1,0,1,2,9.02,12.12,60,7.0015,January,10,Tuesday,2011
127,2011-01-25 11:00:00,1,0,1,2,9.84,12.12,60,8.9981,January,11,Tuesday,2011
128,2011-01-25 12:00:00,1,0,1,2,10.66,14.395,56,6.0032,January,12,Tuesday,2011
129,2011-01-25 13:00:00,1,0,1,2,10.66,13.635,56,8.9981,January,13,Tuesday,2011
130,2011-01-25 14:00:00,1,0,1,2,12.3,16.665,45,0.0,January,14,Tuesday,2011
131,2011-01-25 15:00:00,1,0,1,2,13.12,17.425,42,0.0,January,15,Tuesday,2011
132,2011-01-25 16:00:00,1,0,1,2,13.12,17.425,42,0.0,January,16,Tuesday,2011
133,2011-01-25 17:00:00,1,0,1,1,12.3,16.665,45,0.0,January,17,Tuesday,2011
134,2011-01-25 18:00:00,1,0,1,2,12.3,15.91,49,6.0032,January,18,Tuesday,2011
135,2011-01-25 19:00:00,1,0,1,2,10.66,12.88,65,11.0014,January,19,Tuesday,2011
136,2011-01-25 20:00:00,1,0,1,1,9.84,11.365,65,12.998,January,20,Tuesday,2011
137,2011-01-25 21:00:00,1,0,1,1,9.84,11.365,65,12.998,January,21,Tuesday,2011
138,2011-01-25 22:00:00,1,0,1,1,9.02,11.365,64,11.0014,January,22,Tuesday,2011
139,2011-01-25 23:00:00,1,0,1,2,9.02,11.365,64,11.0014,January,23,Tuesday,2011
140,2011-01-26 00:00:00,1,0,1,2,9.02,11.365,69,8.9981,January,0,Wednesday,2011
141,2011-01-26 01:00:00,1,0,1,2,9.84,12.12,65,8.9981,January,1,Wednesday,2011
142,2011-01-26 02:00:00,1,0,1,3,9.02,11.365,69,12.998,January,2,Wednesday,2011
143,2011-01-26 05:00:00,1,0,1,3,8.2,9.09,86,19.0012,January,5,Wednesday,2011
144,2011-01-26 06:00:00,1,0,1,3,8.2,9.09,86,19.0012,January,6,Wednesday,2011
145,2011-01-26 07:00:00,1,0,1,3,9.02,10.605,87,19.9995,January,7,Wednesday,2011
146,2011-01-26 08:00:00,1,0,1,3,9.02,10.605,87,19.9995,January,8,Wednesday,2011
147,2011-01-26 09:00:00,1,0,1,3,9.02,10.605,87,19.9995,January,9,Wednesday,2011
148,2011-01-26 10:00:00,1,0,1,3,9.02,10.605,93,19.0012,January,10,Wednesday,2011
149,2011-01-26 11:00:00,1,0,1,3,9.02,9.85,93,22.0028,January,11,Wednesday,2011
150,2011-01-26 12:00:00,1,0,1,3,9.02,9.85,93,22.0028,January,12,Wednesday,2011
151,2011-01-26 13:00:00,1,0,1,3,9.02,9.85,93,22.0028,January,13,Wednesday,2011
152,2011-01-26 14:00:00,1,0,1,3,9.02,9.85,93,23.9994,January,14,Wednesday,2011
153,2011-01-26 15:00:00,1,0,1,3,9.02,9.09,93,31.0009,January,15,Wednesday,2011
154,2011-01-26 16:00:00,1,0,1,4,9.02,9.85,93,22.0028,January,16,Wednesday,2011
155,2011-01-26 17:00:00,1,0,1,3,8.2,9.09,93,23.9994,January,17,Wednesday,2011
156,2011-01-27 16:00:00,1,0,1,1,9.02,11.365,55,12.998,January,16,Thursday,2011
157,2011-01-27 17:00:00,1,0,1,1,9.02,12.12,55,7.0015,January,17,Thursday,2011
158,2011-01-27 18:00:00,1,0,1,1,8.2,11.365,69,6.0032,January,18,Thursday,2011
159,2011-01-27 19:00:00,1,0,1,1,8.2,11.365,69,6.0032,January,19,Thursday,2011
160,2011-01-27 20:00:00,1,0,1,1,7.38,10.605,74,6.0032,January,20,Thursday,2011
161,2011-01-27 21:00:00,1,0,1,1,7.38,10.605,74,6.0032,January,21,Thursday,2011
162,2011-01-27 22:00:00,1,0,1,1,7.38,10.605,74,6.0032,January,22,Thursday,2011
163,2011-01-27 23:00:00,1,0,1,1,7.38,9.85,80,11.0014,January,23,Thursday,2011
164,2011-01-28 00:00:00,1,0,1,2,8.2,10.605,75,8.9981,January,0,Friday,2011
165,2011-01-28 01:00:00,1,0,1,2,8.2,10.605,75,8.9981,January,1,Friday,2011
166,2011-01-28 02:00:00,1,0,1,2,8.2,10.605,75,11.0014,January,2,Friday,2011
167,2011-01-28 03:00:00,1,0,1,2,8.2,11.365,75,7.0015,January,3,Friday,2011
168,2011-01-28 05:00:00,1,0,1,2,7.38,10.605,80,7.0015,January,5,Friday,2011
169,2011-01-28 06:00:00,1,0,1,2,7.38,9.85,80,8.9981,January,6,Friday,2011
170,2011-01-28 07:00:00,1,0,1,2,6.56,9.85,86,6.0032,January,7,Friday,2011
171,2011-01-28 08:00:00,1,0,1,2,6.56,9.85,86,6.0032,January,8,Friday,2011
172,2011-01-28 09:00:00,1,0,1,3,7.38,10.605,86,6.0032,January,9,Friday,2011
173,2011-01-28 10:00:00,1,0,1,3,7.38,10.605,86,7.0015,January,10,Friday,2011
174,2011-01-28 11:00:00,1,0,1,3,7.38,10.605,93,7.0015,January,11,Friday,2011
175,2011-01-28 12:00:00,1,0,1,3,7.38,10.605,93,7.0015,January,12,Friday,2011
176,2011-01-28 13:00:00,1,0,1,3,7.38,10.605,93,7.0015,January,13,Friday,2011
177,2011-01-28 14:00:00,1,0,1,3,9.02,13.635,80,0.0,January,14,Friday,2011
178,2011-01-28 15:00:00,1,0,1,2,8.2,12.88,86,0.0,January,15,Friday,2011
179,2011-01-28 16:00:00,1,0,1,1,9.02,13.635,80,0.0,January,16,Friday,2011
180,2011-01-28 17:00:00,1,0,1,1,9.84,12.12,75,8.9981,January,17,Friday,2011
181,2011-01-28 18:00:00,1,0,1,1,9.84,11.365,75,12.998,January,18,Friday,2011
182,2011-01-28 19:00:00,1,0,1,2,9.84,12.12,75,8.9981,January,19,Friday,2011
183,2011-01-28 20:00:00,1,0,1,2,9.84,11.365,70,12.998,January,20,Friday,2011
184,2011-01-28 21:00:00,1,0,1,2,9.02,11.365,75,8.9981,January,21,Friday,2011
185,2011-01-28 22:00:00,1,0,1,1,9.84,10.605,65,23.9994,January,22,Friday,2011
186,2011-01-28 23:00:00,1,0,1,1,9.84,11.365,60,15.0013,January,23,Friday,2011
187,2011-01-29 00:00:00,1,0,0,1,9.02,9.85,64,23.9994,January,0,Saturday,2011
188,2011-01-29 01:00:00,1,0,0,1,9.02,11.365,64,12.998,January,1,Saturday,2011
189,2011-01-29 02:00:00,1,0,0,1,9.02,11.365,64,11.0014,January,2,Saturday,2011
190,2011-01-29 03:00:00,1,0,0,1,8.2,10.605,64,8.9981,January,3,Saturday,2011
191,2011-01-29 04:00:00,1,0,0,1,6.56,9.09,69,7.0015,January,4,Saturday,2011
192,2011-01-29 06:00:00,1,0,0,1,6.56,9.09,64,8.9981,January,6,Saturday,2011
193,2011-01-29 07:00:00,1,0,0,1,6.56,9.09,59,7.0015,January,7,Saturday,2011
194,2011-01-29 08:00:00,1,0,0,1,7.38,9.85,55,11.0014,January,8,Saturday,2011
195,2011-01-29 09:00:00,1,0,0,1,7.38,10.605,59,6.0032,January,9,Saturday,2011
196,2011-01-29 10:00:00,1,0,0,2,7.38,10.605,64,7.0015,January,10,Saturday,2011
197,2011-01-29 11:00:00,1,0,0,2,7.38,9.85,64,8.9981,January,11,Saturday,2011
198,2011-01-29 12:00:00,1,0,0,2,8.2,9.85,59,12.998,January,12,Saturday,2011
199,2011-01-29 13:00:00,1,0,0,2,9.02,11.365,55,11.0014,January,13,Saturday,2011
200,2011-01-29 14:00:00,1,0,0,2,9.02,11.365,60,8.9981,January,14,Saturday,2011
201,2011-01-29 15:00:00,1,0,0,1,9.02,10.605,69,16.9979,January,15,Saturday,2011
202,2011-01-29 16:00:00,1,0,0,1,9.84,12.12,60,11.0014,January,16,Saturday,2011
203,2011-01-29 17:00:00,1,0,0,1,9.84,14.395,60,0.0,January,17,Saturday,2011
204,2011-01-29 18:00:00,1,0,0,1,9.02,11.365,69,8.9981,January,18,Saturday,2011
205,2011-01-29 19:00:00,1,0,0,2,9.02,10.605,69,16.9979,January,19,Saturday,2011
206,2011-01-29 20:00:00,1,0,0,1,7.38,10.605,74,6.0032,January,20,Saturday,2011
207,2011-01-29 21:00:00,1,0,0,1,7.38,10.605,74,6.0032,January,21,Saturday,2011
208,2011-01-29 22:00:00,1,0,0,1,6.56,9.85,80,6.0032,January,22,Saturday,2011
209,2011-01-29 23:00:00,1,0,0,1,6.56,9.85,80,6.0032,January,23,Saturday,2011
210,2011-01-30 00:00:00,1,0,0,1,6.56,9.09,80,7.0015,January,0,Sunday,2011
211,2011-01-30 01:00:00,1,0,0,1,5.74,10.605,80,0.0,January,1,Sunday,2011
212,2011-01-30 02:00:00,1,0,0,1,6.56,11.365,80,0.0,January,2,Sunday,2011
213,2011-01-30 03:00:00,1,0,0,1,5.74,10.605,93,0.0,January,3,Sunday,2011
214,2011-01-30 04:00:00,1,0,0,1,5.74,10.605,93,0.0,January,4,Sunday,2011
215,2011-01-30 05:00:00,1,0,0,1,5.74,10.605,86,0.0,January,5,Sunday,2011
216,2011-01-30 07:00:00,1,0,0,1,5.74,10.605,86,0.0,January,7,Sunday,2011
217,2011-01-30 08:00:00,1,0,0,2,5.74,10.605,86,0.0,January,8,Sunday,2011
218,2011-01-30 09:00:00,1,0,0,2,6.56,11.365,80,0.0,January,9,Sunday,2011
219,2011-01-30 10:00:00,1,0,0,2,7.38,12.12,80,0.0,January,10,Sunday,2011
220,2011-01-30 11:00:00,1,0,0,1,9.02,13.635,75,0.0,January,11,Sunday,2011
221,2011-01-30 12:00:00,1,0,0,1,12.3,15.91,52,7.0015,January,12,Sunday,2011
222,2011-01-30 13:00:00,1,0,0,1,11.48,14.395,61,7.0015,January,13,Sunday,2011
223,2011-01-30 14:00:00,1,0,0,1,11.48,15.15,61,6.0032,January,14,Sunday,2011
224,2011-01-30 15:00:00,1,0,0,1,12.3,16.665,56,0.0,January,15,Sunday,2011
225,2011-01-30 16:00:00,1,0,0,1,12.3,16.665,56,0.0,January,16,Sunday,2011
226,2011-01-30 17:00:00,1,0,0,1,12.3,14.395,56,12.998,January,17,Sunday,2011
227,2011-01-30 18:00:00,1,0,0,1,10.66,12.88,65,11.0014,January,18,Sunday,2011
228,2011-01-30 19:00:00,1,0,0,1,10.66,12.88,65,12.998,January,19,Sunday,2011
229,2011-01-30 20:00:00,1,0,0,2,10.66,13.635,65,7.0015,January,20,Sunday,2011
230,2011-01-30 21:00:00,1,0,0,2,9.84,12.12,70,11.0014,January,21,Sunday,2011
231,2011-01-30 22:00:00,1,0,0,2,9.84,11.365,70,12.998,January,22,Sunday,2011
232,2011-01-30 23:00:00,1,0,0,2,9.84,10.605,65,19.0012,January,23,Sunday,2011
233,2011-01-31 00:00:00,1,0,1,2,9.84,11.365,65,15.0013,January,0,Monday,2011
234,2011-01-31 01:00:00,1,0,1,1,9.02,10.605,64,16.9979,January,1,Monday,2011
235,2011-01-31 02:00:00,1,0,1,1,9.02,11.365,64,12.998,January,2,Monday,2011
236,2011-01-31 03:00:00,1,0,1,1,9.02,11.365,64,12.998,January,3,Monday,2011
237,2011-01-31 04:00:00,1,0,1,1,8.2,9.85,59,15.0013,January,4,Monday,2011
238,2011-01-31 05:00:00,1,0,1,1,7.38,8.335,64,19.0012,January,5,Monday,2011
239,2011-01-31 06:00:00,1,0,1,1,6.56,6.82,69,22.0028,January,6,Monday,2011
240,2011-01-31 07:00:00,1,0,1,2,6.56,6.82,64,19.0012,January,7,Monday,2011
241,2011-01-31 08:00:00,1,0,1,2,6.56,6.82,59,19.0012,January,8,Monday,2011
242,2011-01-31 09:00:00,1,0,1,2,6.56,6.82,59,19.9995,January,9,Monday,2011
243,2011-01-31 10:00:00,1,0,1,2,6.56,7.575,59,12.998,January,10,Monday,2011
244,2011-01-31 11:00:00,1,0,1,2,6.56,7.575,59,12.998,January,11,Monday,2011
245,2011-01-31 12:00:00,1,0,1,2,7.38,10.605,55,7.0015,January,12,Monday,2011
246,2011-01-31 13:00:00,1,0,1,2,6.56,11.365,59,0.0,January,13,Monday,2011
247,2011-01-31 14:00:00,1,0,1,2,7.38,9.85,55,8.9981,January,14,Monday,2011
248,2011-01-31 15:00:00,1,0,1,2,6.56,9.09,59,8.9981,January,15,Monday,2011
249,2011-01-31 16:00:00,1,0,1,2,6.56,9.09,56,12.998,January,16,Monday,2011
250,2011-01-31 17:00:00,1,0,1,2,6.56,7.575,59,12.998,January,17,Monday,2011
251,2011-01-31 18:00:00,1,0,1,2,6.56,7.575,55,15.0013,January,18,Monday,2011
252,2011-01-31 19:00:00,1,0,1,1,12.3,15.91,61,7.0015,January,19,Monday,2011
253,2011-01-31 20:00:00,1,0,1,3,6.56,8.335,59,11.0014,January,20,Monday,2011
254,2011-01-31 21:00:00,1,0,1,3,6.56,9.85,59,6.0032,January,21,Monday,2011
255,2011-01-31 22:00:00,1,0,1,2,6.56,9.09,59,7.0015,January,22,Monday,2011
256,2011-01-31 23:00:00,1,0,1,2,6.56,9.85,64,6.0032,January,23,Monday,2011
257,2011-02-20 00:00:00,1,0,0,1,10.66,10.605,35,30.0026,February,0,Sunday,2011
258,2011-02-20 01:00:00,1,0,0,1,9.84,9.85,41,31.0009,February,1,Sunday,2011
259,2011-02-20 02:00:00,1,0,0,1,9.84,9.85,41,36.9974,February,2,Sunday,2011
260,2011-02-20 03:00:00,1,0,0,1,9.02,9.09,44,36.9974,February,3,Sunday,2011
261,2011-02-20 04:00:00,1,0,0,1,9.02,9.09,44,36.9974,February,4,Sunday,2011
262,2011-02-20 06:00:00,1,0,0,1,8.2,9.09,47,19.9995,February,6,Sunday,2011
263,2011-02-20 07:00:00,1,0,0,1,7.38,8.335,51,16.9979,February,7,Sunday,2011
264,2011-02-20 08:00:00,1,0,0,1,8.2,11.365,51,7.0015,February,8,Sunday,2011
265,2011-02-20 09:00:00,1,0,0,1,9.02,10.605,47,19.0012,February,9,Sunday,2011
266,2011-02-20 10:00:00,1,0,0,2,10.66,12.88,41,12.998,February,10,Sunday,2011
267,2011-02-20 11:00:00,1,0,0,2,12.3,15.15,33,11.0014,February,11,Sunday,2011
268,2011-02-20 12:00:00,1,0,0,1,12.3,15.91,33,7.0015,February,12,Sunday,2011
269,2011-02-20 13:00:00,1,0,0,1,13.94,16.665,29,0.0,February,13,Sunday,2011
270,2011-02-20 14:00:00,1,0,0,1,14.76,17.425,27,11.0014,February,14,Sunday,2011
271,2011-02-20 15:00:00,1,0,0,1,14.76,18.18,27,6.0032,February,15,Sunday,2011
272,2011-02-20 16:00:00,1,0,0,1,14.76,18.18,29,6.0032,February,16,Sunday,2011
273,2011-02-20 17:00:00,1,0,0,1,13.94,17.425,33,11.0014,February,17,Sunday,2011
274,2011-02-20 18:00:00,1,0,0,2,13.94,16.665,36,8.9981,February,18,Sunday,2011
275,2011-02-20 19:00:00,1,0,0,2,13.94,16.665,36,8.9981,February,19,Sunday,2011
276,2011-02-20 20:00:00,1,0,0,2,13.94,18.18,42,0.0,February,20,Sunday,2011
277,2011-02-20 21:00:00,1,0,0,2,13.12,17.425,53,0.0,February,21,Sunday,2011
278,2011-02-20 22:00:00,1,0,0,2,13.12,15.15,57,15.0013,February,22,Sunday,2011
279,2011-02-20 23:00:00,1,0,0,2,12.3,15.15,61,11.0014,February,23,Sunday,2011
