index,soleil
129,32.0053095171012
130,31.477316068121134
131,27.70869037081039
132,21.247158075127796
133,12.80365813378459
134,3.1088075896898815
135,-7.887870625250963
136,-19.220260893243868
137,-30.83617956769292
138,-42.44534406200256
139,-53.613939341910466
140,-63.401019630765816
141,-69.4188269828751
142,-68.1562007442965
143,-38.77317187354043
144,-27.114444937932372
145,-15.543912897458744
146,-4.338339402367568
147,6.341515114836032
148,15.771149144562719
149,23.701676372613264
150,29.427386052991537
151,32.250267399734184
152,31.732717541648064
153,27.96064860217553
154,21.486490354653863
155,13.026661602940056
156,21.7289860936871
157,13.252003784408194
158,3.510878754597485
159,-7.492330320265021
160,-18.84127692473107
161,-30.463277334628117
162,-42.064082140437286
163,-53.20275351044154
164,-62.93110424894268
165,-68.89740767645962
166,-67.71131186787323
167,-60.228125167506164
168,-38.554413610157525
169,-26.8996136053419
170,-15.315809427268277
171,-4.083349972925881
172,6.6306592553565595
173,16.11438068588919
174,24.104099425935136
175,29.889048622494837
176,32.75760465502833
177,32.258843781564124
178,28.476943366954377
179,21.97452180662053
180,13.479566843091483
181,3.7151848032031607
182,-7.292702408156409
183,-18.65018579606134
184,-30.27515619314215
185,-41.87131908603533
186,-52.99404628376281
187,-62.69138090993895
188,-68.6294144595111
189,-67.47835417340613
190,-60.056843358707084
191,-49.77237969392525
192,-26.78302509415578
193,-15.192841745781067
194,-3.947035264689102
195,6.7840629339187055
196,16.2949313372909
197,24.31435615270249
198,30.128869359771418
199,33.01978314546533
200,32.5293423129237
201,28.74103301071988
202,22.22296934165847
203,13.709228432916039
204,3.921472151714752
205,-7.091962977641367
206,-18.45813524992506
207,-30.086008326765285
208,-41.6772034490703
209,-52.78332215831175
210,-62.44855792162186
211,-68.3567164477214
212,-67.23855980303256
213,-59.878207289161985
214,-49.63096788480914
215,-38.30995472951701
216,-15.063966174189149
217,-3.8048938751230925
218,6.943291125275159
219,16.481349803153268
220,24.530536575873157
221,30.374561417867504
222,33.28749738233346
223,32.804641964193046
224,29.00891365574456
225,22.47419767447495
226,13.94086370697787
227,4.12959211531484
228,-6.890209820678944
229,-18.26520747352853
230,-29.895900634886463
231,-41.481788668587456
232,-52.570627494210285
233,-62.20269505665599
234,-68.07942673978664
235,-66.99206152067671
236,-59.692278422323845
237,-49.4826897255958
238,-38.1781180982707
239,-26.531587399026527
240,-14.929212351264214
241,-3.656968033352102
242,7.108293795378998
243,16.673567558442144
244,24.752559011503262
245,30.62603168390427
246,33.56064218520629
247,33.08462352990473
248,29.280455071240933
249,22.728074597517356
250,14.174347223956223
251,4.339398689930522
252,-6.687540231268856
253,-18.071432392899137
254,-29.704846966729512
255,-41.28507617905115
256,-52.35596077944829
257,-56.72202771051578
258,-61.72740367465441
259,-60.87611890633485
260,-54.59573341485614
261,-45.17141928437576
262,-22.760603451492845
263,-11.089916710635618
264,0.8326040948041473
265,11.505140588821709
266,21.60002628634668
267,30.270431199685223
268,36.709543995145786
269,39.99396044086257
270,39.482984498555325
271,35.28620065288048
272,28.173491720742245
273,19.062017656367534
274,8.7111802995798
275,-2.5587574923806606
276,-14.1208406516079
277,-25.76457662105717
278,-37.13920210998917
279,-47.70317531815047
280,-56.42281426660428
281,-61.376597891352134
282,-60.522317168982404
283,-54.28187205930235
284,-44.89602388962683
285,-34.023412596293475
286,-22.51850127484467
287,-10.847276483920155
288,1.0550825062906046
289,11.772320393778804
290,21.892352096212434
291,30.59174483517642
292,37.05787551128263
293,40.35547952696204
294,39.83381708518217
295,35.60613243431787
296,28.45575078149096
297,19.310156723978388
298,8.9318266514193
299,-2.35270290970364
300,-13.922346250364237
301,-25.563305509220008
302,-36.92231084231465
303,-47.4536148788473
304,-22.272099726735636
305,-10.600620979417116
306,1.2838312508330962
307,12.043137246058045
308,22.188165234468965
309,30.916491736949165
310,37.40955491376878
311,40.71997463299246
312,40.18678546757392
313,35.92716373349006
314,28.7382992520532
315,19.558143677944972
316,9.15225468435953
317,-2.1468893218481244
318,-13.723846208525844
319,-25.361626928560227
320,-36.70446090588317
321,-47.20244284166325
322,-55.81784013161895
323,-60.667367738436006
324,-59.804286628321115
325,-53.64070016519666
326,-33.50571211660813
327,-22.02152842345229
328,-10.35007923084072
329,1.51859250704324
330,12.317456769232033
331,22.48733070813104
332,31.244539357840267
333,37.76445743641684
334,41.08732949918585
335,40.541777688629395
336,36.249191069558755
337,29.021052386720843
338,19.805917009887672
339,9.372420062257309
340,-1.9413370437898723
341,-13.525346830220231
342,-25.159538368900666
343,-36.48564842524355
344,-46.94966687417324
345,-55.512148337859244
346,-60.309109479549775
347,-59.44033866768221
348,-53.31370833350608
349,-33.24031247715248
350,-21.766913974449558
351,-10.095777031550758
352,1.7590717969589327
353,12.595147331117403
354,22.78971559933307
355,31.575756081676403
356,38.12245768683864
357,41.457425329830436
358,40.898677298689975
359,36.572105207133106
360,29.30391915133249
361,20.053408632745487
362,9.592271973213222
363,-1.736073712130811
364,-13.32686217575509
365,-24.957045560532908
366,-36.26587826825092
367,-46.69530366804937
368,-55.20438004980969
369,-59.94854111895675
370,-59.07328922211474
371,-52.982655552031574
372,-32.97072077533177
373,-21.50838031286594
374,-9.837837298169312
375,2.004961095440863
376,12.87607977598532
377,23.095188903065505
378,31.91001125636309
379,38.48342996320228
380,41.83014146375321
381,41.25736439685238
382,36.895792533897165
383,29.586803849194773
384,20.300545663878022
385,9.811754960215358
386,-1.5311323247683004
387,-13.128412053266679
388,-24.754160431385035
389,-36.04516198399928
390,-46.43937689649634
391,-54.89458851190167
392,-59.58575603710352
393,-58.70327797913407
394,-52.647697390533814
395,-43.450376726671344
396,-32.6970659059632
397,-21.246049916070568
398,-9.576381297212285
399,2.255952366029413
400,13.160126423781291
401,23.40362074258127
402,32.247174753854786
403,38.84724829387128
404,42.205355999096334
405,41.61771684671138
406,37.22013676575292
407,29.869608152291185
408,20.547252631966415
409,10.030811164120198
410,-1.3265489060444335
411,-12.930019678903161
412,-24.55089878833002
413,-35.823515537769815
414,-46.181915061481675
415,-54.58283133525206
416,-59.220849752181046
417,-58.33044409966319
418,-52.308988824697295
419,-43.14851922664223
420,-20.980045107822455
421,-9.311529940421023
422,2.5117450164745834
423,13.447160009540676
424,23.714881513842435
425,32.58711643220748
426,39.213786340500306
427,42.58294623267203
428,41.97961125154476
429,37.545020356269724
430,30.152232785463468
431,20.793453297312524
432,10.249382159531633
433,-1.122360616449008
434,-12.731709807960643
435,-24.347278488595997
436,-35.60095754728556
437,-45.922949844894575
438,-54.2691691014524
439,-58.85391912391444
440,-51.966684725108166
441,-32.138083392389724
442,-20.710489048346037
443,-9.04340476905724
444,2.7720496601694653
445,13.737052873649288
446,24.028841228801657
447,32.92970571633465
448,39.582917309934096
449,42.96278898210694
450,42.342923689205314
451,37.87032556585873
452,30.434578800521376
453,21.03907201991814
454,10.467410324665293
455,-0.9186043472405304
456,-12.53343643459491
457,-24.143248214036102
458,-35.377441811375654
459,-45.66245698994524
460,-47.69503265242612
461,-51.23852288742545
462,-50.08656419351815
463,-44.6034441251194
464,-36.13631638981054
465,-25.92585190066644
466,-14.778139025664645
467,-3.1941560946322043
468,8.57273440194715
469,19.92886728629034
470,30.666464881638447
471,40.130620772653835
472,47.313181674697056
473,50.846906932115516
474,49.72532082777397
475,44.30003379170198
476,35.89324768831432
477,25.73753112046113
478,14.650171705772024
479,3.2519632779082475
480,-8.615091434884794
481,-20.011604277058296
482,-30.748767415949253
483,-40.19949206776241
484,-47.35631215365067
485,-50.85112691800186
486,-49.685025560142435
487,-44.22105830363115
488,-25.597225435053993
489,-14.46523035554808
490,-2.887910678126002
491,8.877878086734905
492,20.24746337077924
493,31.005552996891936
494,40.49759685898227
495,47.707285634805935
496,51.24658724761528
497,50.091903967361986
498,44.61059400391693
499,36.151705512225305
500,25.958634449483494
501,14.84861300516228
502,3.434116088257532
503,-8.421756076291953
504,-19.802782492890156
505,-30.510471517812363
506,-39.916346669342595
507,-47.01707762946753
508,-50.46374188603355
509,-49.283594300549275
510,-43.838403616410375
511,-35.42944728777464
512,-25.268008742439825
513,-14.151867489824587
514,-2.581431343228025
515,9.18318944699712
516,20.56583721100807
517,31.34425421593603
518,40.86419433309201
519,48.10117996794368
520,51.64599970577851
521,50.457565720701965
522,44.919606434321096
523,36.408501582594454
524,26.178323172784587
525,15.04604943979666
526,3.616209970590551
527,-8.22856491985759
528,-19.593684015570492
529,-30.27156061925407
530,-39.63246553137089
531,-46.677391459333414
532,-50.07645541948058
533,-48.8823868943114
534,-43.45562400845682
535,-24.938357217096318
536,-13.83820317101677
537,-2.2748684840208004
538,9.48850581719741
539,20.883838782996058
540,31.682419130514194
541,41.23026831465901
542,48.49473590614832
543,52.045039559851695
544,50.82222090793015
545,45.2270139095378
546,36.66361047291437
547,26.39659479515203
548,15.242490443266659
549,3.798213123617012
550,-8.035505495202436
551,-19.384305922276667
552,-30.032049636860535
553,-39.34789002182278
554,-46.33732393881604
555,-49.6893599612461
556,-48.48152078527249
557,-43.07286134730364
558,-34.72097207703387
559,-24.6084219290668
560,-13.524385437618289
561,-1.9683676405136772
562,9.79367046451505
563,21.201322397773854
564,32.019901731973526
565,41.59567577132981
566,48.88782452171305
567,52.44359986341908
568,51.18578036329132
569,45.53275432539355
570,36.917001057736115
571,26.613440279093474
572,15.437938181833012
573,3.980090878850495
574,-7.842573930894462
575,-19.174654313648187
576,-29.791962650281448
577,-39.062670146559654
578,-45.99695232010983
579,-49.30255215240137
580,-48.081114305330104
581,-42.6902558036418
582,-34.36650919063223
583,-24.27835044523671
584,-13.210558541001935
585,-1.6620704600259057
586,10.098531527112943
587,21.518145820478576
588,32.3565586765223
589,41.96027503923628
590,49.28031665193369
591,52.84157197502251
592,51.54815207814933
593,45.83676229345941
594,37.168638454461814
595,26.82884615295058
596,15.632389752444318
597,4.161807266849799
598,-7.649772640092844
599,-18.96474198978297
600,-29.551330608502035
601,-38.77686238461361
602,-45.65635899468971
603,-48.91613169853347
604,-47.681286426445595
605,-42.30794633173045
606,-34.012092097984706
607,-23.94828800704157
608,-12.896864247809805
609,-1.3561160341068776
610,10.402940621263799
611,21.8341691011227
612,32.69224833615603
613,42.32392522809819
614,49.67208283870546
615,53.23884622361139
616,51.90924260016915
617,46.13897104668035
618,37.41848617410256
619,27.04279676075602
620,15.825839457398382
621,4.3433267020682464
622,-7.457108054304469
623,-18.75458622914678
624,-29.310189190717704
625,-38.490527710498135
626,-45.315629858821275
627,-48.530200341895885
628,-47.282156476168524
629,-41.926070978493335
630,-33.65786592842234
631,-12.583442780372378
632,-1.0506418522181296
633,10.706751846156807
634,22.149253780051968
635,33.02683018457718
636,42.686485872203775
637,50.0629933621356
638,53.63531245317004
639,52.268958075889515
640,46.43931379104859
641,37.66650758512026
642,27.25527574614976
643,16.018280270608994
644,4.524614943332496
645,-7.264589205599273
646,-18.544207409378778
647,-29.068577480179243
648,-38.20373036121454
649,-44.974853277811384
650,-48.14486117622491
651,-46.88384387874825
652,-41.544766957597226
653,-23.288764232153095
654,-12.270433213655739
655,-0.15145059832098806
656,11.009821332725716
657,22.46326258879414
658,33.36016459750877
659,43.047816870248454
660,50.452918369931545
661,54.03086040853934
662,52.627204885586934
663,46.73772447594328
664,37.91266670714293
665,27.466266831436545
666,16.20970459363404
667,4.705639435609948
668,-7.0722269916015525
669,-18.33362827749831
670,-28.826537236463334
671,-37.916537124315006
672,-44.63411945231803
673,-47.760218183137994
674,-46.486467912369996
675,-41.16417057891739
676,-32.95056144489104
677,-22.95958716958873
678,-11.957973581630855
679,0.10198597698364836
680,11.31200707036851
681,22.776059390144916
682,33.69211284913168
683,43.407778555404754
684,50.84172804888115
685,54.42538006456722
686,52.98389013291584
687,47.03413836149936
688,38.15692877645269
689,27.675754369319883
690,16.400104799704916
691,4.88636951717506
692,-6.880033613891486
693,-18.122873373987332
694,-28.584112300579278
695,-37.62901673620867
696,-44.29351986131592
697,-47.37637580457702
698,-46.09014746100361
699,-40.78441714756076
700,-32.59776799268108
701,-22.63098781588642
702,-11.646200945196743
703,0.35774880072666354
704,11.61316875666066
705,23.08750912373194
706,34.02253710737369
707,43.766231765119
708,51.22929279762798
709,54.818761964214154
710,53.338922152481345
711,47.328492606495956
712,38.39926083262545
713,27.883723915906344
714,16.589473794758653
715,5.066776685016418
716,-6.688022002146154
717,-17.911968441681374
718,-28.341347987400916
719,-37.341239275007396
720,-43.95314671192686
721,-46.99343852427166
722,-45.695000768058236
723,-40.40564085718221
724,-32.24573514790804
725,-22.30310581907608
726,-11.335251449811693
727,0.616905276609191
728,11.913167678375778
729,23.39747777462935
730,34.35130044915048
731,44.123037916907805
732,51.61548338939608
733,55.21089752218249
734,53.69221094963116
735,47.62072675069515
736,38.6396321736109
737,28.090162653079982
738,16.77780542157853
739,5.246834733231065
740,-6.49609905193143
741,-17.700839064958174
742,-28.098199704363747
743,-37.053201917355025
744,-37.33877872270434
745,-39.68312043568885
746,-38.2120906222718
747,-33.22864534075079
748,-25.56715726468392
749,-16.096987993053283
750,-5.484588742805837
751,5.944885580062639
752,17.47426149936939
753,29.095477195535246
754,40.38174368876759
755,50.710869303484515
756,58.85838685344524
757,62.63355894159095
758,60.268105240812055
759,52.94597732560124
760,43.00334790266216
761,31.886205384560633
762,20.319150997766254
763,8.742065413689355
764,-2.7294929629001112
765,-13.506679612465152
766,-23.259277444725523
767,-31.3737456425627
768,-37.024807487176524
769,-39.342623762178164
770,-37.867185581707915
771,-32.89884845532843
772,-25.26092158711328
773,-15.813827192571214
774,-5.219797762024507
775,6.192839764925295
776,17.721245517790326
777,29.34632974334847
778,40.64674330642504
779,51.00310807279782
780,59.18709319924616
781,62.97630914177678
782,60.56732747747817
783,53.18397136523462
784,43.19897769386661
785,32.05970179345075
786,20.485177100634957
787,8.910593772137243
788,-2.5459264719469488
789,-13.300880016866065
790,-23.022637997973305
791,-31.099619563130144
792,-36.71306817709507
793,-39.005195392037145
794,-37.52581310494729
795,-32.572649331397244
796,-24.958202702067556
797,-15.534135364394196
798,-4.958512657966702
799,6.437514008291283
800,17.964438000137292
801,29.593119914742527
802,40.907417181637385
803,51.290906454453676
804,59.51172838876914
805,63.31569982014303
806,60.86336829379688
807,53.41920063316369
808,43.39254619728977
809,32.23176513230205
810,20.650232956678373
811,9.078497429831776
812,-2.3629173014655414
813,-13.095692271622354
814,-22.78689931669261
815,-30.826976869036624
816,-36.403657458702504
817,-38.67093376452836
818,-37.18807450352822
819,-32.25015501598502
820,-24.659110482626993
821,-15.258020708918353
822,-4.700837339437315
823,6.678776253827664
824,18.203742227592237
825,29.835752647326274
826,41.163665522669426
827,51.57415264462649
828,59.83217324049768
829,63.6516389148905
830,61.15617822996528
831,53.65165435022487
832,43.58405873920883
833,32.40240008176777
834,20.81431435868352
835,9.245756253982561
836,-2.1804990121599213
837,-12.891168884242937
838,-22.5521339178077
839,-30.55590728446154
840,-36.09667395224305
841,-38.33993847113912
842,-36.854071337707076
843,-31.931471869879168
844,-24.363753410515237
845,-14.985589561376406
846,-4.446873500665143
847,6.916500904216158
848,18.43906431556367
849,30.074135837700947
850,41.41539147744027
851,51.85273712104407
852,60.1483090173117
853,63.9840337601857
854,61.44570788127455
855,53.88132159040774
856,43.773519559571795
857,32.5716094606818
858,20.977414730844632
859,9.412347621690909
860,-1.998708007591766
861,-12.687365146153287
862,-22.31841677784612
863,-30.28650238077346
864,-35.792217382948245
865,-38.012309528320955
866,-36.52390484080631
867,-31.616705133424183
868,-24.072238244466234
869,-14.716946121750215
870,-4.196720379849112
871,7.150568502093732
872,18.670313467661998
873,30.30818064476174
874,41.66250151777206
875,52.12655313613665
876,60.46001797974373
877,64.31279159974855
878,61.73190836443322
879,54.108191622958536
880,43.96093207487617
881,32.739394455986854
882,21.139525352201073
883,9.578246634812185
884,-1.8175832743972433
885,-12.484338836503504
886,-22.085824989546058
887,-30.018855183227515
888,-35.490388148437
889,-37.68814691979237
890,-36.19767546065243
891,-31.30595848447064
892,-23.784669591879414
893,-14.452192034625641
894,-3.9504743471164914
895,7.380865670147855
896,18.897402382643584
897,30.537801920692853
898,41.90490590592265
899,52.395497235112614
900,60.767183876089405
901,64.63781991205701
902,62.01473151463622
903,54.33225398353088
904,44.146298894278196
905,32.90575463650285
906,21.30063538987108
907,9.743426170241092
908,-1.6371662721171136
909,-12.282150059365431
910,-21.854437540814242
911,-29.75305989972813
912,-35.191287011590155
913,-37.36755027101777
914,-35.87548253815044
915,-30.99933373690675
916,-23.501149626926157
917,-14.191426125029164
918,-3.708228652771989
919,7.60728495847833
920,19.12024749031905
921,30.76291846086352
922,42.142518978683306
923,52.659469598144796
924,61.06969228715815
925,64.95902665388286
926,62.2941300823285
927,54.553498604013825
928,44.32962193395529
929,33.07068808709867
930,21.460732060397373
931,9.907857062152477
932,-1.457500699476369
933,-12.080860968925652
934,-21.624335003971467
935,-29.489211589780478
936,-34.89501477510241
937,-37.05061855345244
938,-35.557424059266914
939,-30.696930642817723
940,-23.221777931826235
941,-13.934744266671364
942,-3.4700733128629686
943,7.829724615458511
944,19.33876905410286
945,30.98345312839958
946,42.37525931684907
947,52.918374286137855
948,61.36743090863443
949,65.27632047808638
950,62.57005793694384
951,54.77191596430121
952,44.510902556400886
953,33.23419155985326
954,21.619800803710543
955,10.071508289113988
956,-1.27863226442795
957,-11.880535511060828
958,-21.39559925422247
959,-29.227405872511344
960,-34.60167199930035
961,-36.73744982374122
962,-35.24359642561453
963,-30.398846694737887
964,-22.946651318254023
965,-13.682239209289627
966,-3.236094940381781
967,8.048088477923192
968,19.552891348745113
969,31.199333055093657
970,42.60304998894987
971,53.17211955062192
972,61.66028986871122
973,65.58961090485704
974,62.842470134318624
975,54.987497061626705
976,44.69014150734561
977,33.39626041612777
978,21.777825239853225
979,10.234346937994532
980,-1.1006086821161416
981,-11.681239389473573
982,-21.168313398977986
983,-28.967738822340472
984,-34.31135886619043
985,-36.42814105276646
986,-34.93409424780247
987,-30.105176888382733
988,-22.675863560429683
989,-13.43400028938635
990,-3.006376434923342
991,8.262286051682127
992,19.762542997268778
993,31.410490002010754
994,42.825818937742525
995,53.42061825447756
996,61.94816208524148
997,65.89880840275374
998,63.11132277299989
999,55.20023311915256
1000,44.86733858023251
1001,33.55688829535668
1002,21.934786854725548
1003,10.396337911963311
1004,-0.9233785605176654
1005,-11.482946774752829
1006,-20.942481152904396
1007,-28.71024523173225
1008,-29.292172159176346
1009,-31.192610286999052
1010,-29.782890106331383
1011,-25.283753259486677
1012,-18.289506296860683
1013,-9.47298952790481
1014,0.9974250931936111
1015,11.575786756282938
1016,22.94484116668091
1017,34.57750751360187
1018,46.15948835463371
1019,57.198268403881855
1020,66.52204874067917
1021,71.09120251386645
1022,67.67748393425609
1023,58.840654731654396
1024,47.97000629368544
1025,36.43993048090792
1026,24.80313263107659
1027,13.385469875395662
1028,2.593953514942812
1029,-7.868243604676763
1030,-16.889200803383787
1031,-24.18247277728383
1032,-29.08745879720604
1033,-30.984701422531558
1034,-29.58311687439858
1035,-25.1007967217115
1036,-18.126780032628467
1037,-9.329687262875478
1038,1.1102217588025245
1039,11.689373983959923
1040,23.050875596186597
1041,34.68102505497284
1042,46.26812852298795
1043,57.32460706840857
1044,66.68598890678783
1045,71.29502373921153
1046,67.8627736845125
1047,58.991646504279224
1048,48.102687389509555
1049,36.56635173230838
1050,24.930670763011438
1051,13.518856916056142
1052,2.7302703189651965
1053,-7.710615931771492
1054,-16.716126110598726
1055,-23.994058012371873
1056,-28.887742914467502
1057,-30.782465397774182
1058,-29.38934455231412
1059,-24.923837673295147
1060,-17.96986422256506
1061,-9.191962610328371
1062,1.218907095558139
1063,11.797756279054713
1064,23.15170138238118
1065,34.77922844383114
1066,46.37117625888729
1067,57.44485865594091
1068,66.8433607060833
1069,71.49296496248645
1070,68.043770050362
1071,59.13967221096682
1072,48.23318932726806
1073,36.69095249656377
1074,25.056462027049193
1075,13.650371625054584
1076,2.8648945251326423
1077,-7.555711826169301
1078,-16.54645766831044
1079,-23.809873721659972
1080,-28.693104965776318
1081,-30.585973177905124
1082,-29.201634855825635
1083,-24.752929649611
1084,-17.818803643222424
1085,-9.05985024448011
1086,1.3233460003456925
1087,11.900919541269438
1088,23.247316963097603
1089,34.872126010857336
1090,46.468645959249145
1091,57.55903166775943
1092,66.99413271609015
1093,71.68494906037668
1094,68.22043844541209
1095,59.284717509279574
1096,48.36149107777327
1097,36.81369904632184
1098,25.180459520627107
1099,13.779954181688154
1100,2.997714405143841
1101,-7.403611135780522
1102,-16.38028097733993
1103,-23.630005491292785
1104,-28.50362428626925
1105,-30.39529405137314
1106,-29.020047231838273
1107,-24.588123313561184
1108,-17.673639697713007
1109,-8.933381104882697
1110,1.4234167260607307
1111,11.998853965277945
1112,23.33772512533097
1113,34.95973065793895
1114,46.560557001019546
1115,57.667140318806524
1116,67.13827941889058
1117,71.87090034404835
1118,68.39274292832904
1119,59.426765511961925
1120,48.487568702566676
1121,36.934554828056164
1122,25.30261380040224
1123,13.907542661563475
1124,3.1286205355233507
1125,-7.254394664425829
1126,-16.217681745658805
1127,-23.454538335952616
1128,-28.319378921016774
1129,-30.210495357052118
1130,-28.844638500140984
1131,-24.429466041881454
1132,-17.534409971964713
1133,-8.812581948685601
1134,1.5190114669042518
1135,12.091554443717888
1136,23.42293339094342
1137,35.042060214690025
1138,46.64693406079549
1139,57.76920484931826
1140,67.2757816134586
1141,72.05074486965117
1142,68.56064607495034
1143,59.56579657774168
1144,48.611395171686915
1145,37.05348032292294
1146,25.422872785157384
1147,14.033072984317565
1148,3.2575054160965555
1149,-7.108144135396978
1150,-16.0587458109409
1151,-23.283556584808043
1152,-28.14044547300145
1153,-30.03164229882629
1154,-28.675462646792173
1155,-24.277001711581175
1156,-17.40114802703493
1157,-8.697475154536304
1158,1.6100362343391033
1159,12.179020712328189
1160,23.50295414550155
1161,35.11913753549908
1162,46.72780718995972
1163,57.86525160413109
1164,67.40662665069974
1165,72.22441071791887
1166,68.72410893780173
1167,59.70178823971145
1168,48.73294033928573
1169,37.1704330598721
1170,25.54118180384198
1171,14.156478988370413
1172,3.3842632269330086
1173,-6.964942060316998
1174,-15.903558990751153
1175,-23.117143714099505
1176,-27.966898925455077
1177,-29.858797758973722
1178,-28.512570634766934
1179,-24.130770515590143
1180,-17.273883224580448
1181,-8.588078560403195
1182,1.69641044546993
1183,12.261257471181425
1184,23.577804747584306
1185,35.19099059228815
1186,46.803211886861554
1187,57.95531311150344
1188,67.53080866286115
1189,72.3918282885983
1190,68.8830909887717
1191,59.83471509882374
1192,48.85217086370356
1193,37.28536756820624
1194,25.657483574065278
1195,14.277692434330381
1196,3.508789542633021
1197,-6.824871690759061
1198,-15.752207009106668
1199,-22.95538225144588
1200,-27.79881251503743
1201,-29.692022137182818
1202,-28.356010211258376
1203,-23.99080874648376
1204,-17.152640493244693
1205,-8.484405224324234
1206,1.7780664751223934
1207,12.33827460666634
1208,23.647507746424267
1209,35.2576526718972
1210,46.87318927015045
1211,58.03942824744938
1212,67.6483288307737
1213,72.55293056095181
1214,69.0375499273346
1215,59.96454854764274
1216,48.9690499530669
1217,37.39823514744471
1218,25.771717995735752
1219,14.396642822548134
1220,3.63098089784848
1221,-6.688017143894129
1222,-15.604775592438807
1223,-22.798353830769184
1224,-27.636257734459964
1225,-29.53137328536379
1226,-28.20582577295363
1227,-23.857148601107834
1228,-17.037440091279787
1229,-8.386463156308828
1230,1.8549492080172707
1231,12.410087469899182
1232,23.71209115811917
1233,35.31916263166584
1234,46.93778630269796
1235,58.11764241822924
1236,67.75919561970264
1237,72.70765326292165
1238,69.18744133153697
1239,60.091256330918924
1240,49.08353695063397
1241,37.50898348177688
1242,25.883821793640127
1243,14.513257058730911
1244,3.750734233764936
1245,-6.554463686223279
1246,-15.461350718563537
1247,-22.646139396220747
1248,-27.479304472488874
1249,-29.37690656491332
1250,-28.062058332178605
1251,-23.729818064983323
1252,-16.928297423100002
1253,-8.294255090858059
1254,1.9270155767406627
1255,12.476717133485765
1256,23.771588725477812
1257,35.375565144242586
1258,46.99705599554977
1259,58.19000771429373
1260,67.86342494560682
1261,72.85593495096437
1262,69.33271820080488
1263,60.214802006891304
1264,49.195586823592734
1265,37.617556162509416
1266,25.993728064641704
1267,14.627459027284917
1268,3.8679462747543476
1269,-6.4242981128026155
1270,-15.322018965369969
1271,-22.49881950911366
1272,-27.32802125363735
1273,-29.22867499487989
1274,-27.924745562285576
1275,-23.60884085924468
1276,-16.825222907025694
1277,-8.207778294740885
1278,1.9942341149488336
1279,12.538190634591114
1280,23.826040170205093
1281,35.4269109294992
1282,47.051057603491614
1283,58.256583041380736
1284,67.96104030079263
1285,72.99771704397592
1286,69.4733304366206
1287,60.33514434724788
1288,49.305149601403805
1289,37.72389215684524
1290,26.10136577395369
1291,14.739169108152575
1292,3.9826064940713866
1293,-6.297521250427566
1294,-15.186793181837725
1295,-22.356418548978407
1296,-25.5832937815308
1297,-27.63677544812607
1298,-26.570573838744686
1299,-22.535530519449313
1300,-16.02737153843985
